,age,health_ins,logwage,wage,maritl_1. Never Married,maritl_2. Married,maritl_3. Widowed,maritl_4. Divorced,maritl_5. Separated,race_1. White,race_2. Black,race_3. Asian,race_4. Other,education_1. < HS Grad,education_2. HS Grad,education_3. Some College,education_4. College Grad,education_5. Advanced Degree,region_2. Middle Atlantic,jobclass_1. Industrial,jobclass_2. Information,health_1. <=Good,health_2. >=Very Good
604,43,1. Yes,4.90308998699194,134.705375118879,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0
605,32,1. Yes,4.77815125038364,118.884359339886,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1
606,48,1. Yes,4.47712125471966,87.98103278560541,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1
607,35,1. Yes,4.69897000433602,109.833985642199,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1
608,61,1. Yes,4.8750612633917,130.982177377461,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0
609,47,1. Yes,4.4913616938342695,89.2428846644714,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1
610,55,1. Yes,4.63346845557959,102.870246933215,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1
611,28,1. Yes,4.342422680822209,76.8936025176112,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1
612,52,2. No,5.00860017176192,149.695042068453,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0
613,27,1. Yes,4.63346845557959,102.870246933215,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1
614,22,1. Yes,4.50514997831991,90.48191335664008,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1
615,20,2. No,4.2474822606770495,69.9291272064087,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0
616,42,1. Yes,4.67209785793572,106.921814091211,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0
617,29,2. No,4.47712125471966,87.98103278560541,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1
618,31,1. Yes,4.69897000433602,109.833985642199,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0
619,59,1. Yes,5.02118929906994,151.591484239814,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0
620,36,1. Yes,5.0,148.413159102577,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1
621,32,2. No,4.20411998265593,66.9616443217359,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0
622,32,1. Yes,4.643452676486191,103.90247060316,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0
623,25,1. Yes,4.60205999132796,99.6894636984864,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1
624,43,2. No,4.90308998699194,134.705375118879,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1
625,44,2. No,3.77815125038364,43.7351116779821,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0
626,57,2. No,4.75966784468963,116.707154559148,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1
627,49,1. Yes,4.9542425094393305,141.77517233318,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1
628,41,1. Yes,4.9731278535997,144.47808766541002,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1
629,38,1. Yes,4.90308998699194,134.705375118879,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1
630,58,1. Yes,4.77815125038364,118.884359339886,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0
631,59,2. No,5.2430380486863,189.244162932803,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1
632,39,1. Yes,5.0791812460476295,160.642475408263,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1
633,60,1. Yes,4.5646778977279805,96.0316570194457,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0
634,56,1. Yes,4.71011736511182,111.065194319742,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0
635,44,1. Yes,5.0,148.413159102577,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1
636,70,1. Yes,4.60205999132796,99.6894636984864,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1
637,27,2. No,4.39794000867204,81.2832532842527,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1
638,47,2. No,4.77815125038364,118.884359339886,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0
639,41,2. No,4.84509804001426,127.115743812184,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1
640,29,1. Yes,4.65321251377534,104.921506533664,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1
641,42,1. Yes,4.72427586960079,112.6488963421,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1
642,51,1. Yes,5.64100585131578,281.745970551857,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0
643,47,1. Yes,4.74037848173373,114.477521132502,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1
644,48,1. Yes,4.7160033436348,111.720849360989,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0
645,39,2. No,4.90308998699194,134.705375118879,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1
646,23,1. Yes,4.32221929473392,75.3556793180091,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1
647,31,2. No,4.78532983501077,119.74085129618,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1
648,59,1. Yes,4.77815125038364,118.884359339886,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0
649,19,2. No,3.3010299956639804,27.1405792079024,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1
650,42,1. Yes,5.20411998265593,182.020620963512,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1
651,35,2. No,4.1760912590556805,65.1108537153447,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1
652,38,1. Yes,4.9542425094393305,141.77517233318,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0
653,45,1. Yes,4.7403626894942406,114.475713290347,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1
654,58,2. No,4.90969506679213,135.59805975223998,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1
655,26,1. Yes,4.76342799356294,117.146816914805,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1
656,30,2. No,4.60205999132796,99.6894636984864,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1
657,54,1. Yes,5.626899559208519,277.79948020565,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,1
658,38,1. Yes,4.54406804435028,94.0727147457005,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1
659,44,1. Yes,4.54406804435028,94.0727147457005,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1
660,52,2. No,4.56820172406699,96.3706528322308,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1
661,73,1. Yes,4.32221929473392,75.3556793180091,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0
662,65,1. Yes,4.65321251377534,104.921506533664,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1
663,28,2. No,4.55630250076729,95.23071256698192,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0
664,53,1. Yes,4.0,54.59815003314421,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0
665,53,1. Yes,4.4913616938342695,89.2428846644714,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1
666,52,1. Yes,4.977723605288849,145.143601176911,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1
667,27,1. Yes,4.57333584006607,96.8667032433329,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1
668,57,1. Yes,4.8750612633917,130.982177377461,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1
669,32,1. Yes,4.431363764158991,84.0459576539924,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1
670,51,1. Yes,4.998259338423701,148.155046727428,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0
671,43,1. Yes,3.90308998699194,49.5553381215226,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1
672,50,1. Yes,4.9542425094393305,141.77517233318,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1
673,53,1. Yes,4.7481880270062,115.375038556391,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1
674,54,2. No,4.1760912590556805,65.1108537153447,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0
675,24,1. Yes,4.447158031342219,85.3839403789827,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1
676,40,1. Yes,4.623249290397901,101.82435207568,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0
677,30,1. Yes,4.55630250076729,95.23071256698192,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0
678,45,1. Yes,4.60205999132796,99.6894636984864,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1
679,55,1. Yes,4.9912260756925,147.116689159978,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1
680,45,1. Yes,4.94448267215017,140.398200161944,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1
681,44,1. Yes,4.69897000433602,109.833985642199,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1
682,37,1. Yes,4.84509804001426,127.115743812184,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1
683,41,1. Yes,4.7481880270062,115.375038556391,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0
684,44,2. No,4.0791812460476295,59.097064081589096,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0
685,52,1. Yes,4.342422680822209,76.8936025176112,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1
686,55,1. Yes,4.9542425094393305,141.77517233318,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1
687,43,1. Yes,4.26140562707414,70.9095858696657,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1
688,27,1. Yes,5.30102999566398,200.543262324662,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1
689,43,1. Yes,4.579783596616809,97.4932940453934,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1
690,46,1. Yes,4.60205999132796,99.6894636984864,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0
691,30,1. Yes,5.23044892137827,186.876677628007,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0
692,43,1. Yes,4.39794000867204,81.2832532842527,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1
693,48,1. Yes,5.0791812460476295,160.642475408263,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1
694,33,2. No,4.15836249209525,63.9666908300607,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1
695,29,1. Yes,4.47712125471966,87.98103278560541,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1
696,24,2. No,4.30102999566398,73.77574327469459,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1
697,52,1. Yes,4.977723605288849,145.143601176911,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1
698,50,2. No,4.9542425094393305,141.77517233318,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1
699,24,2. No,4.342422680822209,76.8936025176112,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1
700,42,1. Yes,4.81954393554187,123.908567597957,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1
701,53,1. Yes,4.77815125038364,118.884359339886,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1
702,49,1. Yes,5.63191940591859,279.1974969917,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1
703,46,2. No,4.0,54.59815003314421,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0
704,40,1. Yes,5.041392685158231,154.68529299563,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1
705,41,1. Yes,5.19312459835446,180.030197076236,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1
706,41,1. Yes,4.77815125038364,118.884359339886,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1
707,36,2. No,4.47712125471966,87.98103278560541,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1
708,34,2. No,4.51851393987789,91.6992261117042,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0
709,24,2. No,4.0791812460476295,59.097064081589096,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1
710,44,1. Yes,4.81954393554187,123.908567597957,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1
711,33,2. No,4.69897000433602,109.833985642199,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1
712,25,1. Yes,4.54406804435028,94.0727147457005,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1
713,40,2. No,4.76342799356294,117.146816914805,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1
714,48,2. No,4.1760912590556805,65.1108537153447,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1
715,56,2. No,4.579783596616809,97.4932940453934,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0
716,25,2. No,4.770852011642139,118.019753340006,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1
717,44,1. Yes,4.9542425094393305,141.77517233318,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1
718,27,1. Yes,4.755112266395071,116.176695171054,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1
719,58,1. Yes,4.32221929473392,75.3556793180091,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0
720,52,1. Yes,4.55630250076729,95.23071256698192,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1
721,60,1. Yes,4.7160033436348,111.720849360989,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0
722,39,1. Yes,4.643452676486191,103.90247060316,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1
723,51,1. Yes,4.9912260756925,147.116689159978,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1
724,31,1. Yes,4.47712125471966,87.98103278560541,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1
725,45,2. No,4.77815125038364,118.884359339886,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1
726,43,1. Yes,4.61278385671974,100.764272842107,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1
727,45,1. Yes,4.79239168949825,120.589436530402,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1
728,40,1. Yes,5.26717172840301,193.866878146586,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1
729,46,1. Yes,4.77815125038364,118.884359339886,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1
730,51,1. Yes,5.59061783348625,267.901086855275,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1
731,47,1. Yes,5.161368002234981,174.40287601227502,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1
732,52,1. Yes,4.897627091290441,133.971500070695,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1
733,31,1. Yes,5.041392685158231,154.68529299563,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1
734,40,1. Yes,5.041392685158231,154.68529299563,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1
735,26,1. Yes,4.77815125038364,118.884359339886,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1
736,49,2. No,4.55630250076729,95.23071256698192,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1
737,38,2. No,4.69897000433602,109.833985642199,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0
738,50,2. No,4.7160033436348,111.720849360989,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0
739,63,1. Yes,4.90308998699194,134.705375118879,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1
740,35,2. No,4.45319598633954,85.90104432265561,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1
741,29,2. No,4.77815125038364,118.884359339886,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1
742,33,1. Yes,4.47712125471966,87.98103278560541,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0
743,29,2. No,4.53147891704226,92.8958447894966,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1
744,62,1. Yes,4.69897000433602,109.833985642199,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1
745,45,1. Yes,4.8260748027008304,124.720446242886,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1
746,56,1. Yes,4.85125834871908,127.901232979118,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1
747,58,2. No,4.579783596616809,97.4932940453934,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0
748,39,1. Yes,5.290034611362519,198.35029046438495,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1
749,49,1. Yes,4.53147891704226,92.8958447894966,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1
750,24,2. No,4.54406804435028,94.0727147457005,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1
751,61,1. Yes,5.0,148.413159102577,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1
752,58,1. Yes,4.38021124171161,79.8549003093467,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1
753,47,2. No,4.77815125038364,118.884359339886,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1
754,41,1. Yes,4.47712125471966,87.98103278560541,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1
755,71,1. Yes,4.54406804435028,94.0727147457005,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0
756,47,1. Yes,5.0111050298159805,150.070476909424,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1
757,38,1. Yes,5.17609125905568,176.98965048987702,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0
758,31,1. Yes,4.30102999566398,73.77574327469459,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1
759,56,1. Yes,4.829303772831031,125.12381572196,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1
760,44,1. Yes,5.626899559208519,277.79948020565,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1
761,33,1. Yes,4.681241237375589,107.903923866876,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1
762,36,2. No,4.10659881321254,60.73977851776029,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1
763,31,1. Yes,4.5221833176186905,92.0363233010764,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1
764,55,1. Yes,4.69897000433602,109.833985642199,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1
765,48,2. No,4.20411998265593,66.9616443217359,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1
766,50,1. Yes,4.7403626894942406,114.475713290347,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1
767,42,2. No,5.1398790864012405,170.6951277113,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1
768,25,1. Yes,4.8750612633917,130.982177377461,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1
769,55,1. Yes,4.84509804001426,127.115743812184,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0
770,28,1. Yes,4.76342799356294,117.146816914805,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1
771,30,2. No,4.81291335664286,123.089699847943,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0
772,46,1. Yes,4.79239168949825,120.589436530402,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1
773,48,1. Yes,4.8750612633917,130.982177377461,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0
774,42,1. Yes,4.39794000867204,81.2832532842527,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1
775,23,2. No,3.60205999132796,36.673704196079896,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1
776,60,2. No,4.65321251377534,104.921506533664,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1
777,34,1. Yes,4.3096301674259,74.412963512917,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1
778,45,1. Yes,4.860338006570991,129.067820506745,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1
779,28,2. No,4.4320066872696,84.1000101164483,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0
780,33,1. Yes,5.225309281725861,185.918662879754,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1
781,58,1. Yes,4.662757831681571,105.927810775063,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1
782,47,1. Yes,5.09691001300806,163.515863976238,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1
783,24,2. No,4.14612803567824,63.1888610037461,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1
784,56,2. No,4.90308998699194,134.705375118879,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1
785,56,1. Yes,4.79518458968242,120.926701544426,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1
786,23,1. Yes,4.54406804435028,94.0727147457005,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0
787,56,1. Yes,4.8864907251724805,132.487821126123,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0
788,45,1. Yes,4.89209460269048,133.232350826567,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1
789,58,1. Yes,4.977723605288849,145.143601176911,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1
790,30,1. Yes,4.77815125038364,118.884359339886,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1
791,46,2. No,5.01283722470517,150.330653495766,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1
792,48,1. Yes,5.63108441419736,278.964466695847,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1
793,50,1. Yes,4.587710965018911,98.2692308087927,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0
794,43,1. Yes,4.60205999132796,99.6894636984864,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1
795,37,2. No,4.54406804435028,94.0727147457005,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1
796,49,2. No,5.17609125905568,176.98965048987702,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1
797,31,1. Yes,5.11394335230684,166.32494123387698,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1
798,54,1. Yes,4.54406804435028,94.0727147457005,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1
799,52,1. Yes,4.93951925261862,139.703071527658,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1
800,70,2. No,4.3617278360175895,78.39246680098371,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0
801,30,1. Yes,4.95424733490676,141.775856466307,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1
802,44,1. Yes,4.75587485567249,116.265324062503,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1
803,34,1. Yes,5.0,148.413159102577,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1
804,38,2. No,4.47712125471966,87.98103278560541,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1
805,28,1. Yes,4.50514997831991,90.48191335664008,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0
806,38,1. Yes,4.9542425094393305,141.77517233318,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1
807,39,2. No,4.14460533871474,63.0927167348386,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0
808,52,1. Yes,4.1760912590556805,65.1108537153447,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0
809,34,1. Yes,5.02118929906994,151.591484239814,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1
810,33,1. Yes,4.81291335664286,123.089699847943,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1
811,45,1. Yes,4.77815125038364,118.884359339886,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0
812,58,2. No,4.38021124171161,79.8549003093467,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0
813,38,2. No,4.64443858946784,104.004959912222,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1
814,63,2. No,4.01703333929878,55.53610441773851,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0
815,38,1. Yes,4.60205999132796,99.6894636984864,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1
816,31,2. No,4.60205999132796,99.6894636984864,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1
817,53,1. Yes,5.26503255685882,193.452606894109,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1
818,21,1. Yes,4.63346845557959,102.870246933215,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0
819,38,1. Yes,5.10380372095596,164.646988930328,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1
820,18,1. Yes,4.24303804868629,69.61903690467629,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0
821,28,1. Yes,4.60205999132796,99.6894636984864,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1
822,33,1. Yes,4.7403626894942406,114.475713290347,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1
